NORAD Number,COSPAR Number,Official Name,Country of Operator/Owner,Operator/Owner,Users,Purpose,Class of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Inclination (degrees),Period (minutes),Launch Mass (kg.), Dry Mass (kg.) ,Expected Lifetime (yrs.),Launch Site,Launch Vehicle
48775,2021-031Y ,OneWeb-0220 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1215,1220,87.4,93.5,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48768,2021-045Y,OneWeb-0221,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48794,2021-045J,OneWeb-0222,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48799,2021-045B,OneWeb-0223,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48793,2021-045AD,OneWeb-0224,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48792,2021-045AJ,OneWeb-0225,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48780,2021-045AC,OneWeb-0226,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48779,2021-045AB,OneWeb-0227,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48769,2021-045P,OneWeb-0228,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48782,2021-045N,OneWeb-0229,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48781,2021-045C,OneWeb-0230,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48795,2021-045R,OneWeb-0231,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48783,2021-045Q,OneWeb-0232,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48771,2021-045AE,OneWeb-0233,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48797,2021-045S,OneWeb-0234,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48770,2021-045E,OneWeb-0235,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48784,2021-045AG,OneWeb-0236,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48802,2021-045D,OneWeb-0237,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48785,2021-045T,OneWeb-0238,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48773,2021-045AM,OneWeb-0239,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48772,2021-045U,OneWeb-0240,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48774,2021-045G,OneWeb-0241,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48776,2021-045F,OneWeb-0242,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48778,2021-045H,OneWeb-0243,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48786,2021-045K,OneWeb-0244,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48777,2021-045M,OneWeb-0245,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48798,2021-045V,OneWeb-0246,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48967,2021-045L,OneWeb-0247,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48968,2021-045AH,OneWeb-0248,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48970,2021-061A,OneWeb-0249,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48971,2021-061B,OneWeb-0250,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48972,2021-061D,OneWeb-0252,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48973,2021-061E,OneWeb-0253,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48974,2021-061F,OneWeb-0254,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48975,2021-061G,OneWeb-0255,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48976,2021-061H,OneWeb-0256,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48977,2021-061J,OneWeb-0257,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48978,2021-061K,OneWeb-0258,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48979,2021-061L,OneWeb-0259,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48980,2021-061M,OneWeb-0260,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48981,2021-061N,OneWeb-0261,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48982,2021-061P,OneWeb-0262,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48984,2021-061Q,OneWeb-0263,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48985,2021-061R,OneWeb-0264,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48986,2021-061T,OneWeb-0266,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48987,2021-061U,OneWeb-0267,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48988,2021-061V,OneWeb-0268,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48989,2021-061W,OneWeb-0269,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48990,2021-061X,OneWeb-0270,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48991,2021-061Y,OneWeb-0271,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48992,2021-061Z,OneWeb-0272,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48993,2021-061AA,OneWeb-0273,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48994,2021-061AB,OneWeb-0274,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48995,2021-061AC,OneWeb-0275,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48996,2021-061AD,OneWeb-0276,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48997,2021-061AE,OneWeb-0277,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48998,2021-061AF,OneWeb-0278,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
48999,2021-061AG,OneWeb-0279,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
49000,2021-061AH,OneWeb-0280,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
49001,2021-061AJ,OneWeb-0281,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
49002,2021-061AK,OneWeb-0282,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
49075,2021-061AL,OneWeb-0283,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
49076,2021-061AM,OneWeb-0284,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
49077,2021-075A,OneWeb-0285,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49078,2021-075B,OneWeb-0286,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49079,2021-075C,OneWeb-0287,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49080,2021-075D,OneWeb-0288,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49081,2021-075E,OneWeb-0289,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49186,2021-075F,OneWeb-0290,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49082,2021-075G,OneWeb-0291,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49083,2021-083A ,OneWeb-0292 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49084,2021-075H,OneWeb-0293,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49085,2021-075J,OneWeb-0294,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49086,2021-075K,OneWeb-0295,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49087,2021-075L,OneWeb-0296,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49088,2021-075M,OneWeb-0297,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49089,2021-075N,OneWeb-0298,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49090,2021-075P,OneWeb-0299,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49091,2021-075Q,OneWeb-0300,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49187,2021-075R,OneWeb-0301,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49092,2021-075S,OneWeb-0302,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49093,2021-083B ,OneWeb-0303 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49188,2021-075T,OneWeb-0304,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49189,2021-075U,OneWeb-0305,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49094,2021-083C ,OneWeb-0306 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49095,2021-083D ,OneWeb-0307 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49096,2021-075V,OneWeb-0308,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49097,2021-075W,OneWeb-0309,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49098,2021-075X,OneWeb-0310,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49099,2021-075Y,OneWeb-0311,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49100,2021-075Z,OneWeb-0312,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49101,2021-075AA,OneWeb-0313,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49102,2021-075AB,OneWeb-0314,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49103,2021-075AC,OneWeb-0315,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49104,2021-075AD,OneWeb-0316,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49105,2021-075AE,OneWeb-0317,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49190,2021-075AF,OneWeb-0318,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49191,2021-075AG,OneWeb-0319,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49192,2021-083E ,OneWeb-0320 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49106,2021-083F ,OneWeb-0321 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49193,2021-083G ,OneWeb-0322 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49194,2021-075AH,OneWeb-0323,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49195,2021-083H ,OneWeb-0324 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49196,2021-083J ,OneWeb-0325 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49197,2021-083K ,OneWeb-0326 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49107,2021-083L ,OneWeb-0327 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49108,2021-083M ,OneWeb-0328 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49198,2021-075AJ,OneWeb-0329,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49279,2021-075AK,OneWeb-0330,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,96.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49199,2021-083N ,OneWeb-0331 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.3,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49200,2021-090A ,OneWeb-0332 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
49201,2021-083P ,OneWeb-0333 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49202,2021-083Q ,OneWeb-0334 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49203,2021-083R ,OneWeb-0335 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49204,2021-083S ,OneWeb-0336 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49205,2021-083T ,OneWeb-0337 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49206,2021-083U ,OneWeb-0338 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49207,2021-083V ,OneWeb-0339 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49208,2021-083W ,OneWeb-0340 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49209,2021-083X ,OneWeb-0341 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49210,2021-083Y ,OneWeb-0342 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49211,2021-083Z ,OneWeb-0343 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49212,2021-083AA ,OneWeb-0344 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49280,2021-083AB ,OneWeb-0345 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49213,2021-083AC ,OneWeb-0346 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49281,2021-090B ,OneWeb-0347 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
49214,2021-083AD ,OneWeb-0348 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49215,2021-090C ,OneWeb-0349 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
49216,2021-083AE ,OneWeb-0350 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49282,2021-083AF ,OneWeb-0351 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49217,2021-083AG ,OneWeb-0352 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49218,2021-090D ,OneWeb-0353 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
49283,2021-083AH ,OneWeb-0354 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49219,2021-083AJ ,OneWeb-0355 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49284,2021-090E ,OneWeb-0356 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
49285,2021-083AK ,OneWeb-0357 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,1200,1202,87.4,109.6,148,,5,Baikonur Cosmodrome,Soyuz-2.1b
49286,2021-090F ,OneWeb-0358 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,600,610,87.4,96.75,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
49287,2021-090G ,OneWeb-0359 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,600,610,87.4,96.75,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
49288,2021-090H ,OneWeb-0360 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,600,610,87.4,96.75,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
49289,2021-090J ,OneWeb-0361 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,600,610,87.4,96.75,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
49290,2021-090K ,OneWeb-0362 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,600,610,87.4,96.75,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
49291,2021-090L ,OneWeb-0363 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,600,610,87.4,96.75,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
49292,2021-090M ,OneWeb-0364 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,600,610,87.4,96.75,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
49293,2021-090N ,OneWeb-0365 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,600,610,87.4,96.75,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
49294,2021-090P ,OneWeb-0366 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,600,610,87.4,96.75,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
49295,2021-090Q ,OneWeb-0367 ,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0,600,610,87.4,96.75,148,,5,Vostochny Cosmodrome,Soyuz-2.1b
